1,  0.228940420,  0.235383402,  0.229752765 
2,  0.114702161,  0.117067344,  0.115349999 
3,  0.079754176,  0.140205442,  0.081039280 
4,  0.060327573,  0.105398537,  0.062594738 
5,  0.056419736,  0.088717758,  0.057732317 
6,  0.042809154,  0.076728469,  0.043831252 
7,  0.042960939,  0.057754942,  0.046835234 
8,  0.036822108,  0.066509205,  0.042423950 
9,  0.036987297,  0.050298922,  0.038503800 
10,  0.029947342,  0.055480043,  0.037790311 
11,  0.030729975,  0.051913224,  0.036306100 
12,  0.028902775,  0.043260035,  0.032346315 
13,  0.028554625,  0.043622629,  0.031976231 
14,  0.028434933,  0.042953332,  0.033038451 
15,  0.028511875,  0.043628693,  0.035462652 
16,  0.027771198,  0.047320892,  0.035739897 
17,  0.027677018,  0.039241920,  0.034674050 
18,  0.027169814,  0.032583061,  0.029514288 
19,  0.027585765,  0.036306040,  0.029655768 
20,  0.027675968,  0.038405488,  0.029713853 
21,  0.026605317,  0.040472086,  0.031196497 
22,  0.027165258,  0.040683283,  0.031644203 
23,  0.026561244,  0.043070322,  0.031946760 
24,  0.027166571,  0.043375719,  0.032550538 
25,  0.027261126,  0.042595378,  0.032606302 
26,  0.026830300,  0.040596252,  0.032422363 
27,  0.026959149,  0.041111488,  0.032327320 
28,  0.026806305,  0.043650686,  0.032019778 
29,  0.026453458,  0.042951147,  0.031694576 
30,  0.026846794,  0.043006756,  0.031949668 
31,  0.026615677,  0.040195736,  0.031591979 
32,  0.026563894,  0.043482874,  0.031461329 
33,  0.025710562,  0.039029224,  0.030909565 
34,  0.026334542,  0.038221829,  0.030940817 
35,  0.025956576,  0.039591548,  0.031303850 
36,  0.026743103,  0.033180070,  0.029126062 
