1,  0.034168433,  0.034779002,  0.034496407 
2,  0.025412978,  0.025920655,  0.025615274 
3,  0.024122032,  0.024618791,  0.024261420 
4,  0.025928645,  0.026396942,  0.026212572 
5,  0.029036245,  0.030738266,  0.029485753 
6,  0.029947938,  0.031766677,  0.031145336 
7,  0.030909704,  0.032243830,  0.031667880 
8,  0.031224965,  0.036852651,  0.033867457 
9,  0.032349952,  0.036578289,  0.035209595 
10,  0.035964769,  0.037152262,  0.036577628 
11,  0.035471478,  0.036396189,  0.035905136 
12,  0.034052953,  0.035422558,  0.034675023 
13,  0.034734538,  0.035266259,  0.035035436 
14,  0.034251319,  0.035619132,  0.034690938 
15,  0.033537100,  0.035228973,  0.034643848 
16,  0.032853434,  0.038114137,  0.034643683 
17,  0.032437384,  0.040074476,  0.036591316 
18,  0.032743729,  0.050955161,  0.040704829 
19,  0.040235691,  0.055531702,  0.046456915 
20,  0.060901340,  0.061638978,  0.061296322 
21,  0.061140496,  0.061836797,  0.061497631 
22,  0.061200014,  0.061641243,  0.061461752 
23,  0.061157890,  0.061760447,  0.061398616 
24,  0.061113884,  0.061549262,  0.061364489 
25,  0.060750794,  0.062316787,  0.061486128 
26,  0.060993795,  0.061588429,  0.061246122 
27,  0.061309923,  0.061692516,  0.061535826 
28,  0.061470846,  0.062160229,  0.061778450 
29,  0.060633973,  0.061718791,  0.061227196 
30,  0.060994927,  0.061778740,  0.061440415 
31,  0.061111130,  0.061737105,  0.061413475 
32,  0.060756579,  0.061847065,  0.061304982 
33,  0.060449582,  0.061860446,  0.061001587 
34,  0.060397200,  0.061266442,  0.061029273 
35,  0.060177772,  0.060972378,  0.060722690 
36,  0.059437237,  0.061039962,  0.060555092 
