1,  0.221635055,  0.226538162 
2,  0.110944086,  0.113951415 
3,  0.077234402,  0.079963279 
4,  0.058274883,  0.063298334 
5,  0.054711153,  0.056724100 
6,  0.041491169,  0.054055034 
7,  0.041708619,  0.061924940 
8,  0.036815531,  0.057639209 
9,  0.036716036,  0.044108969 
10,  0.030236092,  0.043017932 
11,  0.030766898,  0.045945004 
12,  0.029159056,  0.038209703 
13,  0.028091401,  0.042803088 
14,  0.027852982,  0.035602026 
15,  0.028981395,  0.041066242 
16,  0.029570485,  0.039426288 
17,  0.030062212,  0.038381296 
18,  0.026961772,  0.029021122 
19,  0.027565218,  0.029090684 
20,  0.026918697,  0.035554532 
21,  0.027350923,  0.038534947 
22,  0.027274454,  0.035270602 
23,  0.026455688,  0.039983868 
24,  0.025294114,  0.036276725 
25,  0.026905051,  0.036875525 
26,  0.027280058,  0.035646780 
27,  0.026919708,  0.036679151 
28,  0.026182673,  0.035944964 
29,  0.027384380,  0.035920968 
30,  0.026349988,  0.037386472 
31,  0.026614332,  0.035426719 
32,  0.026643165,  0.035695018 
33,  0.026482001,  0.038477056 
34,  0.026472294,  0.035442366 
35,  0.026566871,  0.036230113 
36,  0.026466325,  0.029447392 
