1,  0.033528826,  0.034928487,  0.034041372 
2,  0.025416344,  0.027571925,  0.026340642 
3,  0.024198994,  0.027697171,  0.025937603 
4,  0.024622610,  0.032596724,  0.027120127 
5,  0.026796820,  0.031288431,  0.029557143 
6,  0.029112062,  0.033845989,  0.032157526 
7,  0.030022645,  0.036026114,  0.032846941 
8,  0.030055568,  0.037010827,  0.035039546 
9,  0.031034094,  0.037315398,  0.034923395 
10,  0.030643621,  0.038427858,  0.035200304 
11,  0.031312417,  0.048773686,  0.036254751 
12,  0.031650667,  0.038191459,  0.034462879 
13,  0.031135462,  0.037128414,  0.034119953 
14,  0.032016467,  0.039458401,  0.034028142 
15,  0.031514037,  0.047811821,  0.034042193 
16,  0.029614804,  0.047793862,  0.033912915 
17,  0.028612935,  0.058222563,  0.034907135 
18,  0.028281771,  0.066757499,  0.042280806 
19,  0.030172734,  0.068087227,  0.047961004 
20,  0.057333923,  0.062711618,  0.061298300 
21,  0.058163777,  0.062590968,  0.061436898 
22,  0.058729663,  0.066908630,  0.061654552 
23,  0.057822193,  0.062567268,  0.061369691 
24,  0.060245016,  0.062562417,  0.061364853 
25,  0.058142228,  0.065077802,  0.061445321 
26,  0.058050621,  0.065395958,  0.061613647 
27,  0.057811182,  0.062511376,  0.061377316 
28,  0.058693223,  0.069144021,  0.061547955 
29,  0.057433090,  0.062988508,  0.061371594 
30,  0.051695334,  0.063286318,  0.061289853 
31,  0.057320747,  0.064461702,  0.061266576 
32,  0.057688956,  0.062276282,  0.061053165 
33,  0.057468800,  0.062442029,  0.060991284 
34,  0.057748072,  0.063791480,  0.060878190 
35,  0.058666232,  0.062742632,  0.060791339 
36,  0.057385458,  0.064983900,  0.060491695 
