1, 1,  0.001634028,  0.324940796,  0.324948222,  0.325946302 
1, 2,  0.001128768,  0.329126937,  0.329132989,  0.329740990 
1, 3,  0.001171058,  0.330413175,  0.330419044,  0.331091067 
1, 4,  0.001223658,  0.320438017,  0.320443656,  0.321100156 
1, 5,  0.001208955,  0.320681300,  0.320687722,  0.321476875 
1, 6,  0.001160113,  0.320192402,  0.320198891,  0.320974154 
1, 7,  0.001218251,  0.328825841,  0.328832258,  0.329498085 
1, 8,  0.001184018,  0.320183233,  0.320187542,  0.320797486 
1, 9,  0.001214278,  0.333325375,  0.333332903,  0.334020683 
1, 10,  0.001209486,  0.320479345,  0.320485412,  0.321139127 
2, 1,  0.001152741,  0.167524084,  0.167528837,  0.168199114 
2, 2,  0.001135565,  0.161101425,  0.161106612,  0.161849769 
2, 3,  0.001244730,  0.161728852,  0.161733748,  0.162494658 
2, 4,  0.001413584,  0.162337359,  0.162342298,  0.163124633 
2, 5,  0.001249245,  0.160335527,  0.160340149,  0.160953818 
2, 6,  0.001107725,  0.163673876,  0.163681384,  0.164562270 
2, 7,  0.001145971,  0.161048618,  0.161054550,  0.162024725 
2, 8,  0.001138433,  0.160594305,  0.160599955,  0.161180730 
2, 9,  0.001100888,  0.164079350,  0.164086393,  0.165106145 
2, 10,  0.001158689,  0.160387712,  0.160393315,  0.161080689 
3, 1,  0.001168052,  0.118559661,  0.118564827,  0.119300984 
3, 2,  0.001163938,  0.108298552,  0.108302931,  0.108941159 
3, 3,  0.001125093,  0.114082438,  0.114113022,  0.114966805 
3, 4,  0.001360427,  0.111931255,  0.111935519,  0.112528388 
3, 5,  0.001098075,  0.110806179,  0.110811172,  0.111452532 
3, 6,  0.001133276,  0.107271883,  0.107276387,  0.107891393 
3, 7,  0.001099304,  0.112657488,  0.112662028,  0.113347870 
3, 8,  0.001099032,  0.110772411,  0.110777498,  0.111385743 
3, 9,  0.001173530,  0.109547346,  0.109554692,  0.110258846 
3, 10,  0.001201679,  0.109335094,  0.109339843,  0.160547521 
4, 1,  0.001699205,  0.097331408,  0.097337091,  0.098546946 
4, 2,  0.002525420,  0.084629618,  0.084647372,  0.085338451 
4, 3,  0.001149668,  0.084529613,  0.084534348,  0.085181255 
4, 4,  0.001127532,  0.084703025,  0.084706698,  0.085353730 
4, 5,  0.001081165,  0.082113575,  0.082123094,  0.082768392 
4, 6,  0.001124485,  0.083565574,  0.083569566,  0.084191231 
4, 7,  0.001080250,  0.086312638,  0.086317232,  0.087065066 
4, 8,  0.001140835,  0.085166498,  0.085171922,  0.085867880 
4, 9,  0.001152675,  0.082757349,  0.082761554,  0.083339138 
4, 10,  0.001088235,  0.080916430,  0.080920220,  0.081464422 
5, 1,  0.001068022,  0.077700497,  0.077704843,  0.078335396 
5, 2,  0.001079365,  0.073607160,  0.073612087,  0.074313365 
5, 3,  0.001141382,  0.074669976,  0.074675442,  0.075353368 
5, 4,  0.001112015,  0.075175227,  0.075178942,  0.075884270 
5, 5,  0.001153894,  0.073151522,  0.073157524,  0.073932446 
5, 6,  0.001138340,  0.074363428,  0.074367467,  0.075052611 
5, 7,  0.001059253,  0.072084714,  0.072087956,  0.072698526 
5, 8,  0.001040355,  0.073478084,  0.073481625,  0.074143370 
5, 9,  0.001051181,  0.076170712,  0.076176696,  0.076892081 
5, 10,  0.001103678,  0.072123517,  0.072127352,  0.072753978 
6, 1,  0.001047979,  0.064760750,  0.064763823,  0.065382010 
6, 2,  0.001083906,  0.059697684,  0.059702288,  0.060411850 
6, 3,  0.001154555,  0.054772856,  0.054777582,  0.055318110 
6, 4,  0.001100622,  0.057878117,  0.057882061,  0.058573143 
6, 5,  0.001121933,  0.057940937,  0.057944929,  0.058636997 
6, 6,  0.001088038,  0.054784817,  0.054787652,  0.055387326 
6, 7,  0.001085430,  0.056540892,  0.056545507,  0.057110699 
6, 8,  0.001117627,  0.054669032,  0.054673290,  0.055313855 
6, 9,  0.001142358,  0.063868562,  0.063874477,  0.064591891 
6, 10,  0.001189850,  0.061526031,  0.061530714,  0.062134205 
7, 1,  0.001091922,  0.057781815,  0.057789739,  0.058649501 
7, 2,  0.001124029,  0.058178307,  0.058182481,  0.058886735 
7, 3,  0.001107799,  0.055795661,  0.055799885,  0.056495303 
7, 4,  0.001053228,  0.064055809,  0.064058943,  0.064748341 
7, 5,  0.001077098,  0.057897356,  0.057901605,  0.058557017 
7, 6,  0.001052230,  0.056595680,  0.056600378,  0.057323284 
7, 7,  0.001134950,  0.056844415,  0.056849398,  0.057601122 
7, 8,  0.001098812,  0.058187975,  0.058191999,  0.058784063 
7, 9,  0.001119834,  0.058183515,  0.058187512,  0.058709497 
7, 10,  0.001120514,  0.057501077,  0.057505267,  0.058219699 
8, 1,  0.001097638,  0.047426275,  0.047430398,  0.048144052 
8, 2,  0.001093910,  0.054199380,  0.054202902,  0.054926260 
8, 3,  0.001128530,  0.051657475,  0.051661653,  0.052331067 
8, 4,  0.001121712,  0.049811207,  0.049814658,  0.050404074 
8, 5,  0.001071282,  0.048433551,  0.048436070,  0.049065920 
8, 6,  0.001099906,  0.055245250,  0.055249012,  0.055955782 
8, 7,  0.001062356,  0.048462144,  0.048467115,  0.049189893 
8, 8,  0.001084000,  0.055953866,  0.055959341,  0.056720518 
8, 9,  0.001111227,  0.056597787,  0.056601675,  0.057283798 
8, 10,  0.001110919,  0.047961889,  0.047972926,  0.048695446 
9, 1,  0.001103872,  0.048876752,  0.048881025,  0.049448122 
9, 2,  0.001060518,  0.046981756,  0.046985885,  0.047647961 
9, 3,  0.001101552,  0.046724105,  0.046727508,  0.047398837 
9, 4,  0.001134858,  0.052568991,  0.052577953,  0.053306181 
9, 5,  0.001140591,  0.047177470,  0.047186258,  0.047806691 
9, 6,  0.001076772,  0.047216659,  0.047230705,  0.047922085 
9, 7,  0.001119127,  0.046950341,  0.046953687,  0.047611144 
9, 8,  0.001087405,  0.047160036,  0.047174382,  0.047890028 
9, 9,  0.001076588,  0.047554795,  0.047560378,  0.048279045 
9, 10,  0.001102850,  0.046698377,  0.046703638,  0.047365947 
10, 1,  0.001083171,  0.049445858,  0.049450776,  0.050121258 
10, 2,  0.001100793,  0.045262692,  0.045266881,  0.045943508 
10, 3,  0.001100388,  0.046728792,  0.046732500,  0.047487202 
10, 4,  0.001041082,  0.042695922,  0.042699183,  0.043394034 
10, 5,  0.001104100,  0.046688688,  0.046692478,  0.047304411 
10, 6,  0.001100025,  0.044676274,  0.044679921,  0.045371292 
10, 7,  0.001108851,  0.048808506,  0.048812020,  0.049518168 
10, 8,  0.001103606,  0.048419896,  0.048424224,  0.049100916 
10, 9,  0.001162081,  0.046881444,  0.046886254,  0.047470219 
10, 10,  0.001097515,  0.046622732,  0.046628278,  0.047351691 
11, 1,  0.001138035,  0.043856506,  0.043860435,  0.044433657 
11, 2,  0.001120564,  0.044904342,  0.044912792,  0.045722437 
11, 3,  0.001102235,  0.044028707,  0.044032203,  0.044611861 
11, 4,  0.001080575,  0.048966125,  0.048970716,  0.049715505 
11, 5,  0.001125122,  0.043491258,  0.043495102,  0.044169749 
11, 6,  0.001079231,  0.038624761,  0.038628752,  0.039291904 
11, 7,  0.001055817,  0.045010027,  0.045014072,  0.045626401 
11, 8,  0.001062937,  0.044717016,  0.044720059,  0.045369136 
11, 9,  0.001058339,  0.037980701,  0.037984922,  0.038722358 
11, 10,  0.001081551,  0.044483356,  0.044487078,  0.045161812 
12, 1,  0.001111748,  0.036122755,  0.036127068,  0.036801375 
12, 2,  0.001077635,  0.036445158,  0.036449466,  0.037171534 
12, 3,  0.001073367,  0.039481642,  0.039486436,  0.040122703 
12, 4,  0.001108635,  0.036713499,  0.036718425,  0.037413232 
12, 5,  0.001278447,  0.036089983,  0.036094972,  0.036760144 
12, 6,  0.001088306,  0.036318760,  0.036323280,  0.036961643 
12, 7,  0.001071114,  0.037941803,  0.037954034,  0.038624874 
12, 8,  0.001067346,  0.036054512,  0.036058618,  0.036839480 
12, 9,  0.001068012,  0.036055658,  0.036059440,  0.036728882 
12, 10,  0.001054235,  0.036345931,  0.036349779,  0.037032436 
13, 1,  0.001057282,  0.035947406,  0.035951956,  0.036634252 
13, 2,  0.001056294,  0.036872871,  0.036877019,  0.037574902 
13, 3,  0.001058215,  0.035810233,  0.035814244,  0.036490475 
13, 4,  0.001050548,  0.036337975,  0.036341868,  0.037035901 
13, 5,  0.001079607,  0.036148721,  0.036153874,  0.036893001 
13, 6,  0.001105061,  0.036201439,  0.036206528,  0.036946021 
13, 7,  0.001177221,  0.040403401,  0.040408595,  0.041096223 
13, 8,  0.001171580,  0.037648672,  0.037655890,  0.038514188 
13, 9,  0.001109293,  0.039280493,  0.039285248,  0.039890934 
13, 10,  0.001105582,  0.039659586,  0.039662795,  0.040323038 
14, 1,  0.001043743,  0.037622807,  0.037626580,  0.038234051 
14, 2,  0.001058279,  0.043657671,  0.043662004,  0.044396578 
14, 3,  0.001124281,  0.036090427,  0.036094790,  0.036806528 
14, 4,  0.001037244,  0.037127168,  0.037130998,  0.037828365 
14, 5,  0.001052615,  0.037228867,  0.037233223,  0.037924800 
14, 6,  0.001051300,  0.035672337,  0.035676530,  0.036364223 
14, 7,  0.001102635,  0.042188719,  0.042194074,  0.042899305 
14, 8,  0.001086056,  0.039269558,  0.039273021,  0.039967330 
14, 9,  0.001123404,  0.042361888,  0.042365420,  0.043064628 
14, 10,  0.001278243,  0.039219535,  0.039225095,  0.039919985 
15, 1,  0.001126534,  0.035754668,  0.035761495,  0.036468594 
15, 2,  0.001084055,  0.036844009,  0.036849070,  0.037559832 
15, 3,  0.001086657,  0.043283871,  0.043288144,  0.043835761 
15, 4,  0.001086116,  0.044531594,  0.044535313,  0.045224121 
15, 5,  0.001050157,  0.044628738,  0.044632607,  0.045273904 
15, 6,  0.001050800,  0.035918049,  0.035921408,  0.036571319 
15, 7,  0.001081338,  0.042981596,  0.042985926,  0.043674687 
15, 8,  0.001089968,  0.043106638,  0.043110741,  0.043812134 
15, 9,  0.001105594,  0.042885897,  0.042889937,  0.043582782 
15, 10,  0.001102195,  0.043185227,  0.043189182,  0.043849915 
16, 1,  0.001115484,  0.042854018,  0.042860316,  0.043563827 
16, 2,  0.001306907,  0.043164608,  0.043168401,  0.043828491 
16, 3,  0.001148360,  0.043477881,  0.043483941,  0.044274357 
16, 4,  0.001231550,  0.036036627,  0.036044811,  0.036703100 
16, 5,  0.001089428,  0.043105268,  0.043109023,  0.043823149 
16, 6,  0.001129472,  0.043043312,  0.043047431,  0.043764362 
16, 7,  0.001073589,  0.043001564,  0.043005265,  0.043655225 
16, 8,  0.001083751,  0.041117676,  0.041122388,  0.041790986 
16, 9,  0.001077649,  0.044337189,  0.044341818,  0.045016635 
16, 10,  0.001065492,  0.042798332,  0.042801588,  0.043501248 
17, 1,  0.001048331,  0.042955394,  0.042959928,  0.043652334 
17, 2,  0.001038915,  0.035431792,  0.035435412,  0.036051161 
17, 3,  0.001080818,  0.043109688,  0.043114226,  0.043731762 
17, 4,  0.001161446,  0.042610611,  0.042614943,  0.043259598 
17, 5,  0.001327178,  0.039649525,  0.039654888,  0.040404271 
17, 6,  0.001044170,  0.042664917,  0.042669485,  0.043329371 
17, 7,  0.001097965,  0.038095812,  0.038100498,  0.038837938 
17, 8,  0.001067681,  0.037454109,  0.037458682,  0.038105873 
17, 9,  0.001059984,  0.043183552,  0.043188550,  0.043753234 
17, 10,  0.001069565,  0.042368373,  0.042373101,  0.043057411 
18, 1,  0.001083557,  0.034623850,  0.034627825,  0.035242594 
18, 2,  0.001045727,  0.034770615,  0.034784282,  0.035450318 
18, 3,  0.001046998,  0.034252235,  0.034256284,  0.034877395 
18, 4,  0.001057291,  0.034133755,  0.034137642,  0.034732688 
