1, 1,  0.002083835,  0.332685589, 25234,  0.333226224,  0.334007772 
1, 2,  0.001197076,  0.324098112, 25234,  0.324591008,  0.325197432 
1, 3,  0.001173647,  0.325721389, 25234,  0.326416422,  0.327057524 
1, 4,  0.001175003,  0.322172511, 25234,  0.322693945,  0.323307534 
1, 5,  0.001163217,  0.323930367, 25234,  0.324422785,  0.325041423 
1, 6,  0.001196923,  0.326321210, 25234,  0.326873723,  0.327527460 
1, 7,  0.001194343,  0.324377915, 25234,  0.324906515,  0.325586135 
1, 8,  0.001224663,  0.326278327, 25234,  0.326778969,  0.327410115 
1, 9,  0.001197330,  0.324179447, 25234,  0.324705414,  0.325418186 
1, 10,  0.001258128,  0.323401460, 25234,  0.324128308,  0.324793083 
1, 11,  0.001249005,  0.322232167, 25234,  0.322728783,  0.323350633 
1, 12,  0.001304984,  0.323434631, 25234,  0.323990911,  0.324631329 
1, 13,  0.001242771,  0.324073068, 25234,  0.324704890,  0.325585191 
1, 14,  0.001191444,  0.327458685, 25234,  0.327952365,  0.328580173 
1, 15,  0.001264777,  0.320633748, 25234,  0.321127856,  0.321750627 
1, 16,  0.001530549,  0.324062766, 25234,  0.324559814,  0.325282625 
1, 17,  0.001419441,  0.327717432, 25234,  0.328210555,  0.328853556 
1, 18,  0.001442660,  0.322026004, 25234,  0.322522729,  0.323137509 
1, 19,  0.001248102,  0.327959516, 25234,  0.328451608,  0.329040604 
1, 20,  0.001401147,  0.323553662, 25234,  0.324187799,  0.325103366 
2, 1,  0.001157168,  0.168990142, 25234,  0.169599921,  0.170514543 
2, 2,  0.001174660,  0.160338320, 25234,  0.160860341,  0.161407344 
2, 3,  0.001164445,  0.165919995, 25234,  0.166553229,  0.167515568 
2, 4,  0.001219768,  0.161527685, 25234,  0.162052289,  0.162633773 
2, 5,  0.001189840,  0.161360746, 25234,  0.161991376,  0.162822135 
2, 6,  0.001280938,  0.162114691, 25234,  0.162777967,  0.163643505 
2, 7,  0.001177928,  0.164123325, 25234,  0.164731259,  0.165551004 
2, 8,  0.001111565,  0.160711318, 25234,  0.161319987,  0.162137765 
2, 9,  0.001123139,  0.161548741, 25234,  0.162212540,  0.163048191 
2, 10,  0.001135981,  0.161781702, 25234,  0.162389255,  0.163204606 
2, 11,  0.001135368,  0.161186134, 25234,  0.161820276,  0.162625435 
2, 12,  0.001159912,  0.161069495, 25234,  0.161568485,  0.162247559 
2, 13,  0.001169548,  0.163629878, 25234,  0.164285911,  0.165123073 
2, 14,  0.001123558,  0.160353430, 25234,  0.160985854,  0.161822458 
2, 15,  0.001141258,  0.161561181, 25234,  0.162056570,  0.162633421 
2, 16,  0.001121372,  0.162190083, 25234,  0.162800063,  0.163757895 
2, 17,  0.001121567,  0.162897085, 25234,  0.163527814,  0.164335530 
2, 18,  0.001134288,  0.161150736, 25234,  0.161678636,  0.162264938 
2, 19,  0.001055652,  0.160426323, 25234,  0.160948818,  0.161606690 
2, 20,  0.001238542,  0.162665237, 25234,  0.163155805,  0.163726386 
3, 1,  0.001147439,  0.133395178, 25234,  0.133925557,  0.134603289 
3, 2,  0.001062402,  0.108954540, 25234,  0.109480760,  0.110071717 
3, 3,  0.001111125,  0.111324148, 25234,  0.111885325,  0.112545980 
3, 4,  0.001125021,  0.108286820, 25234,  0.108895513,  0.109716600 
3, 5,  0.001121152,  0.109303704, 25234,  0.109832188,  0.110391039 
3, 6,  0.001184089,  0.107862110, 25234,  0.108353263,  0.108908200 
3, 7,  0.001148164,  0.111002659, 25234,  0.111520984,  0.112077864 
3, 8,  0.001115193,  0.114634007, 25234,  0.115170561,  0.115809090 
3, 9,  0.001114597,  0.111335833, 25234,  0.111830544,  0.112408990 
3, 10,  0.001088225,  0.109290326, 25234,  0.109805881,  0.110351920 
3, 11,  0.001096955,  0.107440290, 25234,  0.107935437,  0.108467926 
3, 12,  0.001043275,  0.108701518, 25234,  0.109196407,  0.109790602 
3, 13,  0.001141925,  0.109862931, 25234,  0.110382564,  0.110926880 
3, 14,  0.001187167,  0.108070197, 25234,  0.108563694,  0.109146031 
3, 15,  0.001108009,  0.111769418, 25234,  0.112295081,  0.112839759 
3, 16,  0.001173725,  0.110255369, 25234,  0.110774940,  0.111321883 
3, 17,  0.001125265,  0.109464980, 25234,  0.109993776,  0.110635670 
3, 18,  0.001107254,  0.112850264, 25234,  0.113365633,  0.113919140 
3, 19,  0.001085952,  0.108547925, 25234,  0.109041882,  0.109598080 
3, 20,  0.001116698,  0.107706564, 25234,  0.108315434,  0.109143288 
4, 1,  0.001145235,  0.092120134, 25234,  0.092678302,  0.093298509 
4, 2,  0.001086159,  0.082287812, 25234,  0.082794097,  0.083405526 
4, 3,  0.001118741,  0.083807880, 25234,  0.084314330,  0.084897927 
4, 4,  0.001102953,  0.083324222, 25234,  0.083845564,  0.084419033 
4, 5,  0.001121145,  0.094498506, 25234,  0.095020247,  0.095608088 
4, 6,  0.001135314,  0.081590028, 25234,  0.082132867,  0.082750470 
4, 7,  0.001031888,  0.083660707, 25234,  0.084180170,  0.084730636 
4, 8,  0.001078174,  0.084493325, 25234,  0.084993971,  0.085625448 
4, 9,  0.001122592,  0.092295157, 25234,  0.092834554,  0.093404763 
4, 10,  0.001192874,  0.085805575, 25234,  0.086308858,  0.086886646 
4, 11,  0.001118299,  0.086585138, 25234,  0.087149287,  0.087700268 
4, 12,  0.001116439,  0.081347306, 25234,  0.081843722,  0.082357458 
4, 13,  0.001075752,  0.081733461, 25234,  0.082233489,  0.082782631 
4, 14,  0.001067747,  0.086022490, 25234,  0.086518121,  0.087104910 
4, 15,  0.001169204,  0.083641929, 25234,  0.084147529,  0.084767819 
4, 16,  0.001074456,  0.081387263, 25234,  0.081885591,  0.082510412 
4, 17,  0.001091956,  0.086789015, 25234,  0.087320172,  0.087954020 
4, 18,  0.001134131,  0.081035016, 25234,  0.081541619,  0.146046553 
4, 19,  0.002874622,  0.196615582, 25234,  0.197128278,  0.197760362 
4, 20,  0.001272716,  0.090680890, 25234,  0.091199037,  0.091749050 
5, 1,  0.001209105,  0.079014960, 25234,  0.079553510,  0.080127587 
5, 2,  0.001213352,  0.072510679, 25234,  0.073042343,  0.073589475 
5, 3,  0.001112385,  0.075125202, 25234,  0.075718714,  0.076355823 
5, 4,  0.001224121,  0.074201908, 25234,  0.074718253,  0.075287052 
5, 5,  0.001161809,  0.072251051, 25234,  0.072757182,  0.073323518 
5, 6,  0.001110193,  0.072158571, 25234,  0.072658931,  0.073197229 
5, 7,  0.001080376,  0.072127116, 25234,  0.072676919,  0.073261299 
5, 8,  0.001068122,  0.074832398, 25234,  0.075363008,  0.075926345 
5, 9,  0.001117002,  0.075758242, 25234,  0.076290402,  0.076900679 
5, 10,  0.001138995,  0.073569787, 25234,  0.074087760,  0.074635623 
5, 11,  0.001103577,  0.072170138, 25234,  0.072670935,  0.073198111 
5, 12,  0.001066420,  0.072128739, 25234,  0.072661502,  0.073260174 
5, 13,  0.001129135,  0.071979978, 25234,  0.072501448,  0.073151665 
5, 14,  0.001137173,  0.071976515, 25234,  0.072470465,  0.072979162 
5, 15,  0.001090047,  0.075775578, 25234,  0.076290375,  0.076906028 
5, 16,  0.001148548,  0.072311448, 25234,  0.072808351,  0.073333295 
5, 17,  0.001142357,  0.073454435, 25234,  0.073949552,  0.074463718 
5, 18,  0.001073482,  0.074693458, 25234,  0.075200312,  0.075742046 
5, 19,  0.001122608,  0.072177848, 25234,  0.072691404,  0.073265646 
5, 20,  0.001170432,  0.072080944, 25234,  0.072579382,  0.073102247 
6, 1,  0.001122428,  0.063140863, 25234,  0.063655836,  0.064165835 
6, 2,  0.001152927,  0.057191671, 25234,  0.057687177,  0.058197539 
