1,  0.228868042,  0.243097371,  0.230557241 
2,  0.114401592,  0.118405169,  0.115218073 
3,  0.079705857,  0.141264287,  0.081635130 
4,  0.060211693,  0.105403625,  0.063210498 
5,  0.056648153,  0.095234256,  0.057614276 
6,  0.042982758,  0.058488808,  0.043783798 
7,  0.042956898,  0.073097584,  0.045973058 
8,  0.036832662,  0.067746612,  0.041971035 
9,  0.036809426,  0.052789984,  0.038964979 
10,  0.030249541,  0.050540919,  0.037614839 
11,  0.030728548,  0.049397855,  0.035079150 
12,  0.028947065,  0.041706985,  0.031611076 
13,  0.028685004,  0.044077874,  0.032100882 
14,  0.028725061,  0.041322895,  0.033369767 
15,  0.028933664,  0.041223892,  0.034504882 
16,  0.027701788,  0.042244365,  0.034622189 
17,  0.027254420,  0.041343901,  0.033933508 
18,  0.026431748,  0.035589878,  0.029206778 
19,  0.027506067,  0.037259355,  0.029306845 
20,  0.026264959,  0.037379739,  0.029859569 
21,  0.026896555,  0.039091272,  0.030787982 
22,  0.026282352,  0.039008472,  0.031461424 
23,  0.027764240,  0.045063422,  0.033009215 
24,  0.027040137,  0.043358767,  0.032255150 
25,  0.026703815,  0.042425143,  0.031780138 
26,  0.026587490,  0.042425767,  0.031754184 
27,  0.026243037,  0.043092231,  0.031647602 
28,  0.026178694,  0.042654228,  0.031633300 
29,  0.026399121,  0.042480348,  0.031401994 
30,  0.026403596,  0.042713695,  0.031620378 
31,  0.025526660,  0.041676495,  0.031705556 
32,  0.026949785,  0.041196764,  0.032364778 
33,  0.025572198,  0.042908331,  0.031095792 
34,  0.026421494,  0.037554075,  0.031001653 
35,  0.026387107,  0.038155098,  0.030173076 
36,  0.026284760,  0.033376242,  0.028880112 
